job_id,job_title,date,company_name,country,country_code,region,field,full_description,coordinates
LV319,PĀRDOŠANAS VADĪTĀJS,2025-10-14,SIA D&D Services,Latvia,LV,Riga,Other / Undefined,"SIA D&D Services, reģistrācijas numurs 40203668925, aicina darbā pārdošanas speciālistu: Darba pienākumi : - Vadīt starptautisko kandidātu atlases un pieņemšanas procesu - Koordinēt saziņu starp Latvijas un ārvalstu klientiem - Sagatavot un pārbaudīt nodarbinātības dokumentus atbilstoši Latvijas likumdošanai - Atbalstīt darbinieku vīzu un uzturēšanās atļauju procesu - Uzturēt kandidātu datu bāzi un uzraudzīt viņu izvietošanu darbā - Pārstāvēt uzņēmumu klientu tikšanās un intervijās Šī pozīcija tiek piedāvāta kā pastāvīgs, pilnas slodzes (40 stundas nedēļā) darba līgums, pilnībā saskaņā ar Latvijas Darba likumu. Tās pamatotība ir šāda: · Stratēģiska biznesa nepieciešamība: Pārdošanas speciālista loma nav pagaidu vai projektu balstīta pozīcija. Tā ir būtiska, stratēģiska funkcija, kas nepieciešama D&D Services SIA ilgtermiņa izaugsmei un stabilitātei. Darbinieks būs atbildīgs par īpašas klientu portfeļa izveidi un uzturēšanu. · Attiecību veidošana: Pārdošana un klientu uzticība tiek veidota laika gaitā. Pastāvīgs līgums ir nepieciešams, lai nodrošinātu konsekvenci un ilgtermiņa saistības, kas vajadzīgas, lai attīstītu dziļas un ilgtspējīgas biznesa attiecības ar mūsu partneriem Dienvidāzijā. Prasības kandidātiem: · Pieredze pārdošanas jomā. · Izcilas pārdošanas un pārrunu prasmes. · Spēja patstāvīgi plānot, organizēt darbu un sasniegt noteiktos mērķus. · Labas datorprasmes un zināšanas par interneta tehnoloģijām. · Brīva mutiskā un rakstiskā komunikācija angļu, hindi un nepāļu valodā (Brīva mutiskā un rakstiskā komunikācija hindi un nepāļu valodā ir būtiska, jo darba pienākumos ietilpst saziņa ar klientiem no ārvalstīm, kuru dzimtā valoda ir hindi vai nepāļu. Šīs valodas zināšanas nodrošina efe","(None, None)"
LV320,PĀRDOŠANAS VADĪTĀJS,2025-12-09,"Sabiedrība ar ierobežotu atbildību ""Aerones Nordic",Latvia,LV,Riga,Other / Undefined,"Mēs meklējam pieredzējušu pārdošanas vadītāju, kurš vadīs Aerones izaugsmi un tirgus klātbūtni Latvijā un Baltijas reģionā. Šis ir hibrīda amats, kas apvieno biznesa attīstību ar reģionālas vadības funkcijām. Kandidātam būs būtiska loma ievērojama ieņēmumu portfeļa un ilgtermiņa projektu veidošanā sadarbībā ar lielākajiem vēja parku operatoriem, OEM un industrijas pakalpojumu sniedzējiem reģionā. Amats prasa ciešu sadarbību ar Aerones globālajiem kontu vadītājiem, nodrošinot vienotu pieeju starptautiskiem klientiem, kā arī kalpojot kā galvenajam augstākā līmeņa pārstāvim Latvijas un Baltijas klientiem un nozares partneriem. Lai arī šī loma neietver tiešu operatīvo vadību, Pārdošanas vadītājs atbalstīs projektu izpildi uz vietas un nodrošinās, ka klientu jautājumi tiek risināti sadarbībā ar centrālajām operāciju komandām. Galvenie pienākumi Veicināt ieņēmumu izaugsmi, attīstot spēcīgu augstas vērtības klientu un projektu cauruļvadu Baltijas reģionā. Nostiprināt un paplašināt Aerones pozīcijas kā uzticamam partnerim lielajiem vēja enerģijas nozares klientiem. Sadarboties ar globālajiem kontu vadītājiem, lai nodrošinātu saskaņotas stratēģijas starptautiskajiem klientiem un maksimizētu vērtību dažādos reģionos. Vadīt augsta līmeņa komunikāciju ar galvenajiem klientiem, nozares asociācijām un valsts iestādēm, stiprinot Aerones reputāciju reģionā. Kalpot kā primārais augstākā līmeņa kontaktpunkts klientiem Latvijā un Baltijā, atbalstot operatīvo izpildi un risinot eskalācijas. Nodrošināt stratēģisku tirgus analīzi par klientu vajadzībām, konkurentu aktivitātēm un regulējuma izmaiņām, lai veidotu Aerones Eiropas attīstības st","(None, None)"
LV321,PĀRDOŠANAS VADĪTĀJS,2025-11-19,"SIA ""Aerones Engineering""",Latvia,LV,Riga,Other / Undefined,"Mēs meklējam pieredzējušu pārdošanas vadītāju, kurš vadīs Aerones izaugsmi un tirgus klātbūtni Latvijā un Baltijas reģionā. Šis ir hibrīda amats, kas apvieno biznesa attīstību ar reģionālas vadības funkcijām. Kandidātam būs būtiska loma ievērojama ieņēmumu portfeļa un ilgtermiņa projektu veidošanā sadarbībā ar lielākajiem vēja parku operatoriem, OEM un industrijas pakalpojumu sniedzējiem reģionā. Amats prasa ciešu sadarbību ar Aerones globālajiem kontu vadītājiem, nodrošinot vienotu pieeju starptautiskiem klientiem, kā arī kalpojot kā galvenajam augstākā līmeņa pārstāvim Latvijas un Baltijas klientiem un nozares partneriem. Lai arī šī loma neietver tiešu operatīvo vadību, Pārdošanas vadītājs atbalstīs projektu izpildi uz vietas un nodrošinās, ka klientu jautājumi tiek risināti sadarbībā ar centrālajām operāciju komandām. Galvenie pienākumi Veicināt ieņēmumu izaugsmi, attīstot spēcīgu augstas vērtības klientu un projektu cauruļvadu Baltijas reģionā. Nostiprināt un paplašināt Aerones pozīcijas kā uzticamam partnerim lielajiem vēja enerģijas nozares klientiem. Sadarboties ar globālajiem kontu vadītājiem, lai nodrošinātu saskaņotas stratēģijas starptautiskajiem klientiem un maksimizētu vērtību dažādos reģionos. Vadīt augsta līmeņa komunikāciju ar galvenajiem klientiem, nozares asociācijām un valsts iestādēm, stiprinot Aerones reputāciju reģionā. Kalpot kā primārais augstākā līmeņa kontaktpunkts klientiem Latvijā un Baltijā, atbalstot operatīvo izpildi un risinot eskalācijas. Nodrošināt stratēģisku tirgus analīzi par klientu vajadzībām, konkurentu aktivitātēm un regulējuma izmaiņām, lai veidotu Aerones Eiropas attīstības stratēģiju. Pārstāvēt Aerones nozaru konferencēs, izstādēs un klientu pasākumos Baltijā","(None, None)"
LV322,PĀRDOŠANAS VADĪTĀJS,2025-12-01,"""Nexis Fibers"" SIA",Latvia,LV,Latvia,Other / Undefined,"Starptautiskais ražošanas uzņēmums Nexis Fibers specializējas augstas un īpaši augstas izturības multifilamentu poliamīda 6 dzijas ražošanā, gan baltā, gan krāsotā veidā. Šī dzija tiek izmantota specializētām un industriālām vajadzībām, tostarp virvju un tīklu ražošanā, nodrošinot izturīgus un uzticamus materiālus prasīgiem tirgiem. Uzņēmums “Nexis Fibers” meklē ​ Segmenta pārdošanas vadītāju. Darba vieta – Višķu iela 21, Daugavpils. Prasības kandidātiem: Augstākā izglītība, mārketings, tirdzniecība vai      saistīta joma; Vismaz 5 gadu pierādīta pieredze pārdošanas      attīstībā; Pieredze ražošanas uzņēmumā tiks uzskatīta par      priekšrocību;","(56.9496, 24.1052)"
LV324,PĀRDOŠANAS VADĪTĀJS,2025-10-28,"Sabiedrība ar ierobežotu atbildību ""Alise Plus Hol",Latvia,LV,Latvia,Other / Undefined,"Radio stacija Alise Plus aicina strādāt savā komandā PĀRDOŠANAS NODAĻAS VADĪTĀJU Jūs gaida dinamisks darbs, kas saistīts ar mediju produktu un mārketinga projektu pārdošanu, tikšanās ar klientiem, jaunu iespēju meklēšanu un komercdarbības efektivitātes palielināšanu.  Darbs ne tikai radio, bet arī saistībā ar multimediju projektiem visā Latvijā. Galvenie darba uzdevumi: pastāvīga jaunu klientu un partneru meklēšana un piesaistīšana, aktīva reklāmas un multimediju projektu pārdošana,","(56.9496, 24.1052)"
LV325,PROJEKTA KOORDINATORS,2025-10-22,Rigarocket.eu SIA,Latvia,LV,Riga,Other / Undefined,"Rigarocket.eu SIA, darbā iekārtošanās pakalpojumu sniedzējsaicina savai komanda pievienoties PROJEKTA KOORDINATORU Darba pienākumi:- Organizēt darbinieku atlasi, piesaisti un nosūtīšanu uz klientu objektiem;- Nodrošināt komunikāciju ar klientiem par darba spēka vajadzībām, darba grafikiem un citām praktiskām lietām;- Sagatavot un uzturēt nepieciešamo dokumentāciju (līgumi, darba laika uzskaites, atskaites par attiecīgo projektu);- Koordinēt darbinieku darba grafikus, nodrošināt aizvietošanas gadījumos;- Uzraudzīt, lai darbinieki ievērotu darba drošības, kvalitātes un uzņēmuma noteikumus;- Nodrošināt savlaicīgu informācijas apriti starp darbiniekiem, klientiem un vadību;- Piedalīties jaunu darbinieku ievadīšanā un apmācībās;- Sagatavot regulāras atskaites vadībai par projekta norisi un rezultātiem. Prasības:​ teicamas komunikācijas un saskarsmes prasmes; augsta atbildības sajūta ar spēju darbu organizēt un izpildīt noteiktajos termiņos; prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt; <","(None, None)"
LV326,PROJEKTA VADĪTĀJS,2025-10-22,SIA AgroVoss,Latvia,LV,Riga,Other / Undefined,"SIA AgroVoss40203623925 Aicina darbā PROJEKTU KOORDINATORU P amatuzdevumi: Nodrošināt kompleksu projektu vadīšanu un koordinēšanu, pildīt kontroles funkciju. Pētīt un piemērot saimnieciskās darbības aspektus, kā arī darbības, kas svarīgas saimnieciskās darbības organizēšanā un vadīšanā un iekšējo rezervju ekonomiskā izmantošanā. Veidot un uzturēt organizācijas tēlu, organizējot mērķtiecīgu informācijas plūsmu, kas veicina uzņēmuma darbību. Prasības: - pieredze šādā vai līdzīgā darbā minimums 4 gadi Kontaktinformācija: CV un motivācijas vēstuli sūtīt uz e-pastu  karlis.langis@gmail.com Sazināsimies ar kandidātiem, kuri tiks virzīti uz pārrunu otro kārtu.","(None, None)"
LV327,PROJEKTA VADĪTĀJS,2025-12-03,"SIA ""ex2""",Latvia,LV,Riga,Other / Undefined,"Projektu aģentūra Grantful ir projektu vadības un konsultāciju uzņēmums, kas vairāk kā 17 gadus specializējas Eiropas Savienības (ES) fondu projektu sagatavošanā un ieviešanas administrēšanā. Mūsu klienti ir Latvijas augstākās izglītības iestādes, vadošie apstrādes rūpniecības uzņēmumi un nevalstiskās organizācijas. Paplašinot komandu, mēs meklējam P rojektu vadītāju . Tavi pienākumi: ES      fondu projektu pieteikumu sagatavošana atbilstoši konkursu nolikumiem un      vadlīnijām; Koordinēt      apstiprināto projektu ieviešanu, t.sk. kontrolēt izpildi atbilstoši laika      grafikam un budžetam; Organizēt darbu un uzturēt komunikāciju ar projektu partneriem un projektus uzraugošām iestādēm; Sagatavot maksājumu pieprasījumus un atskaites par projektu aktivitātēm; Veikt projektu datu analīzi un sagatavot pārskatus; Nodrošināt projektu lietvedību. Prasības kandidātiem: Augstākā      izglītība; Pieredze ES fondu projektu sagatavošanā un koordinēšanā; Prasme sagatavot strukturētus pārskatus un aprakstus par projektu aktivitātēm;","(None, None)"
LV328,PROJEKTA VADĪTĀJS,2025-11-26,Rīgas valstspilsētas pašvaldības Pilsētas attīstīb,Latvia,LV,Riga,Other / Undefined,"Rīgas valstspilsētas pašvaldības (reģ. Nr. 90011524360) iestāde ​Rīgas valstspilsētas pašvaldības Pilsētas attīstības departaments aicina pieteikties Stratēģiskās vadības pārvaldes Stratēģiskās uzraudzības nodaļas vakancei uz nenoteiktu laiku galvenais (-ā) telpisko datu eksperte (-e) Mēs Tev uzticēsim: sistēmiski apkopot, analizēt, pētīt un attēlot telpiski datus, izmantojot dažādus rīkus, lai veicinātu datos balstītu lēmumu pieņemšanu Rīgas valstspilsētas pašvaldībā; izstrādāt tematiskos karšu slāņus, datu vizualizācijas un telpiskos aprēķinus, lai atbalstītu Rīgas pilsētas attīstības plānošanas dokumentu ieviešanas uzraudzību; veidot datu modeļus un vizualizēt skaitlisko informāciju dažādos pārskatos un prezentācijās; piedalīties datu pārvaldībā, veidojot, atjaunojot un pārvaldot datus darba kvalitātes un efektivitātes pilnveidei; sekot līdzi nozares attīstībai un jaunajiem produktiem, patstāvīgi iepazīties ar jaunumiem savā specialitātē, veikt nepārtrauktu pašizglītošanos un celt kvalifikāciju; sagatavot Rīgas ilgtspējīgas attīstības stratēģijas un Rīgas attīstības programmas ieviešanas uzraudzības (monitoringa) pārskatus. No Tevis sagaidām: augstāko izglītību (var būt pēdējo kursu students) ģeoinformātikā vai telpiskās attīstības plānošanā; vēlama amata kompetencei atbilstoša darba pieredze; padziļinātas zināšanas darbam ar MS Excel un/vai PowerBI; par priekšrocību tiks uzskatītas labas praktiskā pielietojuma prasmes darbam ar ģeotelpisko informācijas sistēmu programmām (ArcGIS un/vai QGIS u.c.); prasmi veikt pētījumu rezultātu apkopošanu, analīzi un pārskatu sagatavošanu; analītisko domāšanu un pieredzi datu aps","(None, None)"
LV329,PROJEKTA VADĪTĀJS,2025-10-10,"SIA ""Hansa Holiday""",Latvia,LV,Riga,Other / Undefined,"Kompānija SIA ""Hansa Holiday"" vēlas realizēt projektu , jaunas ēkas būvniecību Rīgā,  "" Multifunkcionālai ēku"",  kuras būvniecībai plānots piesaistīt ārvalstu investīcijas un vēlāk veikt ārvalstu tirgus izpēte potenciālo nomnieku piesaistei, kompānija plāno slēgt  frančīzas līgumus. Pienākumus ietilpst sadarbība ar ārvalstu kompānijām, pārrunas , līgumu slēgšanas, atskaišu sagatavošana investoriem, darba plāna/ shēmas izveide, prezentāciju  rīkošanas. Lai pieteiktos darbā sūtiet CV uz e-pastu: anita.gaile@artsgroup.lv","(None, None)"
LV330,PROJEKTA VADĪTĀJS,2025-12-10,Aizsardzības ministrija,Latvia,LV,Riga,Other / Undefined,"AIZSARDZĪBAS MINISTRIJA izsludina atklātu konkursu uz ierēdņa amatu Infrastruktūras politikas departamenta Militārās infrastruktūras politikas nodaļas projektu vadītājs (uz noteiktu ierēdņa prombūtnes laiku) Mēs piedāvājam: iespēju veikt atbildīgu, dinamisku un      interesantu darbu valsts pārvaldē; iespēju paplašināt zināšanas un profesionālās      iemaņas; iespēju strādāt zinošu profesionāļu komandā; iespēju brīvprātīgi apgūt militāro      pamatapmācību, veicinot izpratni par valsts aizsardzības jomu un Nacionālo      bruņoto spēku (NBS) uzdevumiem; sociālās garantijas atbilstoši valsts pārvaldē      noteiktajam, veselības apdrošināšanu uzsākot pildīt amata pienākumus; papildatvaļinājumu pēc nostrādātā pirmā darba      gada; mēnešalgu no       3123 EUR līdz 3202 EUR (pirms nodokļu nomaksas), atvaļinājuma      pabalstu un citus bonusus. Galvenie amata pienākumi: plānot, vadīt, uzraudzīt un kontrolēt militārās      infrastruktūras attīstības projektu īstenošanu Latvijā; nodrošināt projektu un atbalsta pasākumu      ieviešanas analītisku izvērtējumu un priekšlikumu izstrādi nepieciešamiem      organizatoriskiem, tehniskiem, procesu plānošanas u.c. rezultatīvo      rādītāju uzlabošanas pasā","(None, None)"
LV331,PROJEKTA VADĪTĀJS,2025-12-10,Jūrmalas valstspilsētas administrācija,Latvia,LV,Riga,Other / Undefined,"Jūrmalas valstspilsētas administrācija izsludina atklātu konkursu uz vakanto amatpersonas amatu ATTĪSTĪBAS PĀRVALDES INFRASTRUKTŪRAS INVESTĪCIJU PROJEKTU NODAĻAS AMATAM: ​ VECĀKAIS PROJEKTU VADĪTĀJS (amats uz noteiktu laiku līdz 2028. gada 30. decembrim) Mēs Tev uzticēsim vadīt projektu “Ķemeru revitalizācija, atjaunojot meliorācijas un lietus ūdens savākšanas sistēmu un izveidojot Daudzfunkcionālo dabas tūrisma centru” un “Ķemeru meža parka pārbūve” nodrošinot mērķu un aktivitāšu sekmīgu ieviešanu noteiktajos termiņos, tai skaitā: plānot projekta budžetu, organizēt ar projektu saistītos iepirkumus un sagatavot nepieciešamās atskaites; koordinēt projekta pasākumu norisi; koordinēt sadarbību ar projektā iesaistītajām institūcijām un partneriem; īstenot projektu publicitātes un sabiedrības informēšanas pasākumu. Sagaidām, ka Tev ir: augstākā izglītība sociālās zinātnēs vai inženierzinātnēs;​zināšanas un pieredze infrastruktūras projektu vadībā, tai skaitā budžeta plānošanā un atskaišu sagatavošanā; zināšanas publisko iepirkumu jomā; izpratne par publiskās pārvaldes darbības principiem, vēlama pieredze darbā valsts vai pašvaldības institūcijā; labas plānošanas, organizēšanas un komunikācijas prasmes; augsta atbildības sajūta, precizitāte un spēja strādāt dinamiskā vidē.","(None, None)"
LV332,PROJEKTA KOORDINATORS,2025-12-02,"SIA ""Rīgas ūdens""",Latvia,LV,Riga,Other / Undefined,"PROJEKTU KOORDINATORS/-E Tehniskajā daļā Mēs Tev uzticēsim: •    Apkopt tehnisko informāciju par projektēšanas teritoriju, tostarp prasības par koku inventarizāciju un trašu ierādēm. •    Nodrošināt tehnisko parametru un darbu robežu apstiprināšanu. •    Sagatavot un koordinēt Tehnisko noteikumu pieprasījumus ar attiecīgajām iestādēm. •    Organizēt projektēšanas uzsākšanas tikšanās un nodrošināt projektētājus ar visu nepieciešamo tehnisko informāciju. •    Saskaņot būvprojekta risinājumus, izsniegt pilnvarojumus un uzraudzīt līgumu izpildi, ievērojot noteiktos termiņus. •    Apkopt un regulāri aktualizēt informāciju par projekta virzību un to izpildes gaitu. Sagaidām, ka Tev ir: •    Augstākā izglītība inženierzinātņu, būvniecības, arhitektūras vai līdzīgā nozarē. •    Profesionālā pieredze vismaz 2 gadi būvprojektu administrēšana vai projektu vadībā, vēlams ar iepirkumu un tehnisko dokumentāciju saistītos uzdevumos. •    Praktiska pieredze saskaņošanas procesos ar iestādēm un būvniecības normatīvu ievērošanā. •    Labas sadarbības, plānošanas un koordinēšanas prasmes. •    Spēja analizēt informāciju un apstrādāt tehniskos datus. •    Labas iemaņas darbā ar datoru (BIS, AutoCAD, MS Office, Excel, u.c.) un biroja tehniku. •    Labas organizatoriskās un komunikācijas prasmes. Mēs Tev piedāvājam: •    Darba algu 2100 EUR mēnesī pirms nodokļu nomaksas. •    Pieredzi lielā un stabilā uzņēmumā. •    Dinamisku darbu un atbalstu tālākai attīstībai un izaugsmei. •    Darbu ģimenei draudzīgā uzņēmumā. •    Dažādus uzņēmuma labumus - veselības apdrošināšanas polisi, papildatvaļinājumu u.c. Kontakti: vakances@rigasudens.lv, 26140137 Mēs ar Tevi sazināsimies, ja  tiksi aicināts(a) uz darba interviju. Personas datu apstrāde tiek veikta saskaņā ar SIA “Rīgas ūdens” Privātuma politiku.","(None, None)"
LV333,PROJEKTA KOORDINATORS,2025-11-28,"SIA ""LATVIJAS ENERGOCELTNIEKS""",Latvia,LV,Riga,Other / Undefined,"Aicinām darbā: Ceļu būves darbu koordinatoru/-i (darbam Vācijā) Galvenie pienākumi: Koordinēt      un uzraudzīt uzņēmuma projektos ceļu un ielu lokālu seguma atjaunošanu      (asfalta, bruģa, šķembu u. c.) pēc komunikāciju izbūves; Sadarbojoties      ar konkrētā projekta darbu vadītājiem, vadīt seguma atjaunošanas darbu      procesu; Konsultēt      būvobjektu darbiniekus un kontrolēt apakšuzņēmēju darbu kvalitāti; Regulāri      ziņot projekta vadībai un pasūtītāja pārstāvjiem par darbu izpildes gaitu,      kvalitāti, nepieciešamajiem uzlabojumiem un nepilnībām; Sadarbojoties      ar laboratorijām organizēt ceļa seguma atbilstības pārbaudes, analizēt      rezultātus; Veicināt      ceļu seguma darbu izpildes kvalitāti, attīstīt jaunākās tehnoloģijas un      metodes; Rosināt      jaunievedumus un sekot līdzi jaunākajām tehnoloģijām ceļa segumu būves      jomā; Plānot      un kontrolēt darbu izpildes gaitu, ievērojot grafiku. Mēs sagaidām: Augstākā      izglītība transportbūves jomā; Obligāta      darba pieredze ceļu būvniecībā un seguma atjaunošanā; Labas      latviešu valodas (C1) un angļu vai vācu valodas zināšanas ( sākot      no B1/B2), komunikācijai ar pasūtītājiem Vācijā, materiālu piegādātājiem; Izpratne      par būvniecības normatīviem un kvalitātes standartiem; Spēja      patstāvīgi organizēt darbus un pieņemt lēmumus; Labas      komunikācijas un vadības prasmes; Uz      attīstību un inovācijām vērstu personību; B      kategorijas autovadītāja apliecība; Gatavība      ilgstoši strādāt un uzturēties Vācijā. Mēs piedāvājam Dinamisku      un interesantu darbu uzņēmum","(None, None)"
LV334,PROJEKTA VADĪTĀJS,2025-11-28,"SIA ""Nordic Timber Group""",Latvia,LV,Riga,Other / Undefined,"Nordcabin modulāro ēku ražotājs aicina pievienoties komandā projektu vadītāju. Tev uzticēsim: -Koordinēt projektus no skices līdz realizācijai -Uzturēt attiecības ar esošajiem klientiem -Sniegt konsultācijas klientiem un atrast viņu vajadzībām atbilstošus risinājumus -Organizēt ikdienas darba procesus un nodrošināt efektīvu projektu norisi Mēs piedāvājam: -Interesantu un atbildīgu darbu augošā, eksportējošā uzņēmumā -Pilnas slodzes darbu mūsdienīgā ražotnē Ieriķos -Konkurētspējīgu atalgojumu no 2000 EUR līdz 3000 EUR (bruto), atkarībā no pieredzes un kompetencēm -Visas sociālās garantijas -Iespēju strādāt ar profesionāliem un atsaucīgiem kolēģiem No tevis sagaidām: -Pamatzināšanas par būvniecības nozari un tās procesiem -Teicamas latviešu, vācu un angļu valodas zināšanas -Vēlmi mācīties, pilnveidoties un augt kopā ar uzņēmumu -Precizitāti, augstu atbildības sajūtu, prasmi apstrādāt datus Excel vidē Ja vēlies kļūt par daļu no mūsu komandas, sūti savu CV uz info@nordcabin.eu Sazināsimies ar kandidātiem, kuri tiks aicināti uz darba interviju.","(None, None)"
LV335,PROJEKTA VADĪTĀJS,2025-12-09,Gulbenes novada pašvaldība,Latvia,LV,Riga,Other / Undefined,"​ Gulbenes novada pašvaldība, reģistrācijas numurs 90009116327, aicina pieteikties darbā uz Gulbenes novada Centrālās pārvaldes Attīstības un iepirkumu nodaļas projekta vadītāja (uzņēmējdarbības jautājumos) (profesijas kods 2422 01) amatu uz nenoteiktu laiku. Mēs piedāvājam: Iespēju strādāt draudzīgā un uz attīstību vērstā kolektīvā. Radošu un atbildīgu pilnas slodzes darbu ar iespēju pilnveidot savu profesionālo pieredzi. Stabilu atalgojumu un sociālās garantijas. Nelaimes gadījumu apdrošināšanu. Motivējošu bonusu sistēmu atbilstoši sasniegtajiem darba rezultātiem. Mēnešalgu sākot no 1292,00 EUR (39.1.saime, II B līmenis, 9.mēnešalgu grupa, 1.pakāpe) pirms nodokļu nomaksas līdz 1556 EUR (39.1.saime, II B līmenis, 9.mēnešalgu grupa, 7.pakāpe) pirms nodokļu nomaksas. Galvenie amata pienākumi: realizēt pasākumus un aktivitātes, kas popularizē Gulbenes novadu kā konkurētspējīgu vidi uzņēmējdarbībai un veicina sociāli ekonomisko darbību, nodarbinātību novada teritorijā; veicināt uzņēmējdarbības attīstību novadā, analizējot jaunu projektu ieviešanas iespējas, līdzdarbojoties nacionālo un starptautisku investīciju projektu īstenošanā; nodrošināt pilna cikla pašvaldības grantu programmas administrēšanu (konsultācijas ideju autoriem, projektu izvērtēšana, administrēšana u.c.); apkopot, uzturēt un analizēt informāciju par novada uzņēmējdarb","(None, None)"
LV336,PROJEKTA VADĪTĀJS,2025-11-21,"Valsts akciju sabiedrība ""Latvijas dzelzceļš""",Latvia,LV,Riga,Other / Undefined,"Paldies par atsaucību! Piesakoties amata vakancei pretendents apliecina, ka sniegtie dati ir patiesi un piekrīt, ka Koncerns “Latvijas dzelzceļš” veiks šo datu apstrādi darbā iekārtošanās nolūkā. Mēs iesniegtos datus uzglabāsim VAS “Latvijas dzelzceļš” datu bāzē 1 gadu pēc konkursa beigām ar mērķi nodrošināt savu tiesību aizsardzību. Iesūtot datus, pretendents var izteikt piekrišanu savu datu uzglabāšanai Koncerna “Latvijas dzelzceļš” datu bāzē 1 gadu, lai tos izmantotu arī citos Koncerna “Latvijas dzelzceļš”  sabiedrībās piemērotu vakanču personāla atlases procesos. Pēc pretendenta pieprasījuma, personas dati var tikt dzēsti jebkurā brīdī, informāciju sūtot e-pastu – datuaizsardziba@ldz.lv . Vairāk informācijas par personu datu apstrādi: Privātuma politika .","(None, None)"
LT1,Python Backend  Integration Engineer,2025-11-24,"UAB ""GD group""",Lithuania,LT,Vilnius,Other / Undefined,"Ieškome patyrusio inžinieriaus, kuris ne tik kurtų tvirtą serverinę architektūrą (Backend), bet ir užtikrintų sklandų duomenų judėjimą tarp mūsų platformos ir išorinių sistemų. Jei tau patinka kurti API, bet taip pat įdomu narplioti trečiųjų šalių dokumentacijas ir automatizuoti duomenų srautus – ši vieta tau. Tavo atsakomybės: Sistemos vystymas - (Projektuoti ir programuoti scalable Python aplikacijas bei mikroservisus). API architektūra - (Kurti greitus ir saugius RESTful (arba GraphQL) API vidiniam naudojimui bei Front-end komandai). Integracijos - (Vystyti ir palaikyti integracijas su trečiųjų šalių sistemomis (Mokėjimai, CRM, ERP, logistikos sistemos ir kt.)). Duomenų srautai - (Valdyti asinchronines užduotis ir duomenų sinchronizaciją naudojant eiles (Celery, RabbitMQ / Kafka)). Duomenų bazės - (Projektuoti duomenų schemas ir optimizuoti užklausas (PostgreSQL / MySQL), užtikrinant duomenų vientisumą). Kokybė - (Rašyti švarų, testais padengtą kodą bei dalyvauti „Code Review“ procese).","(None, None)"
LT2,Kokybės inžinierius (-ė) (QA engineer),2025-11-25,"UAB ""Simna""",Lithuania,LT,Vilnius,Other / Undefined,"Gaminių ir prototipų testavimas su pagrindiniais elektronikos prietaisais; Gaminių programų testavimas; Gaminių kokybės patikra, klaidų identifikavimas; Gaminių testavimo metodikos sudarymas, instrukcijų ruošimas; Naujų ir esamų gaminių atitikties užtikrinimas reikalaujamiems standartams; Testavimų ataskaitų ruošimas, pastabų / pasiūlymų teikimas.","(None, None)"
LT3,Įrankių operatorius,2025-12-09,"UAB ""Sargasas""",Lithuania,LT,Vilnius,Other / Undefined,Darbo funkcijos: •           Įrankių paruošimas surinkimas pagal užsakymus bei gamybos planus •           Įrankių priežiūra •           Įrankių užsakymas •           Įrankių inventorizacija,"(None, None)"
LT4,Mechaninių įrankių serviso vadovas (-ė),2025-12-03,"UAB ""Personalo valdymo sistemos""",Lithuania,LT,Vilnius,Other / Undefined,"Serviso veiklos ir komandos darbo organizavimas, užduočių paskirstymas ir kontrolė; Operatyvus bendravimas su klientais dėl įrankių serviso; Klientų techninių problemų sprendimas; Įrankių priežiūra ir tinkamo veikimo užtikrinimas; Serviso veiklos analizė ir ataskaitų rengimas; Serviso komandos formavimas, motyvavimas ir ugdymas; Naujų komandos narių atranka ir įvedimas.","(None, None)"
LT5,AUTOMATIKOS INŽINIERIUS (-Ė),2025-12-12,"UAB ""ENERGUS GROUP""",Lithuania,LT,Vilnius,Other / Undefined,"Automatikos valdymo sistemų montavimas, gedimų šalinimas; Automatikos valdymo skydų surinkimas, valdymo kabelių prijungimas; Motorizuotų pavarų, jutiklių montavimas ir derinimas; Senų pastato valdymo sistemų modernizacija.","(None, None)"
LT6,Automatikos inžinierius (-ė) Plungėje,2025-12-12,"UAB ""ENERGUS GROUP""",Lithuania,LT,Vilnius,Other / Undefined,"• pastato valdymo ir monitoringo sistemų montavimas ir derinimas; • temperatūros, slėgio, apšviestumo, drėgmės, judesio ir kt. jutiklių montavimas ir pajungimas; • automatikos skydų komutavimas.","(None, None)"
LT7,Automatikos inžinierius,2025-11-26,"Akcinė bendrovė ""Akmenės cementas""",Lithuania,LT,Vilnius,Other / Undefined,"pramonės įrengimų elektrotechninis aptarnavimas: darbas su dažnio keitikliais, minkšto paleidimo įrenginiais, slėgio temperatūros, padėties jutikliais; darbas su programuojamais valdikliais ir jų programavimas. Dujų analizatorių aptarnavimas.","(None, None)"
