job_id,job_title,date,company_name,field,country,country_code,region,coordinates,full_description
LV54,WOOD MATERIALS SURVEYOR,2025-11-26,Limited Liability Company 'GO Agency',Other / Undefined,Latvia,LV,Latvia,"(56.9496, 24.1052)","Responsibilities: Measuring timber and chipped wood Quality assessment of timber Registering measured data in information systems Preparation of reports upon request Field trips across Latvia for site inspections Performing tasks according to the company's established procedures and instructions Requirements for candidates: Secondary general or unfinished/completed higher education Experience in forestry or wood processing will be considered an advantage. Computer skills (MS Office). Category B driver's license. We value your: Ability to work independently and take responsibility for decisions made. Willingness to be a high-level professional in timber measurement. Loyal and conscientious attitude towards assigned tasks and work execution discipline. Interest in self-education and improving professional skills and expertise. Ability to work in a team of industry professionals. The company offers: An interesting, dynamic, and responsible work environment. Regular training, professional development, and growth opportunities. Paid fuel Additional bonuses for years of service in the company. Health and accident insurance policy (after the probation period). Monthly contributions to a savings insurance (after the probation period). Please send your CV to the email address below or contact by phone. +37129266407 rekini@goagentura.lv"
LV57,MECHATRONIC ENGINEER,2025-12-12,Sea Forces,Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","NBS NAVY announces a competition for the position of civilian employee: Senior Specialist of the Military Unit's Technical Equipment Department, Ship Electronics, Automation, and Armament Division (profession code 311537). Job purpose: To perform diagnostics of military equipment, devices, and mechanisms' technical condition, identifying problem-solving methods and overcoming techniques, and to carry out repair work on defective equipment and mechanisms to ensure the execution of the assigned functions for the Navy. Main responsibilities: To check and evaluate the operation of ship electromechanical, electrical, and electronic equipment."
LV58,MECHATRONIC ENGINEER,2025-12-15,Joint Stock Company 'Ķekava Foods',Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","JSC 'Ķekava Foods' invites you to join their team as 'MECHATRONIC SPECIALISTS' (working with automated equipment) in Ķekava. Main responsibilities: To ensure the effective operation of the company's automated equipment by systematically monitoring their performance and carrying out necessary repairs; To perform installation work on automated equipment systems; To develop new solutions for ensuring the automation of production equipment; To carry out maintenance for the equipment. We offer: An interesting and stable workplace in a stable and leading company in its industry; Salary of 2700 EUR/month (before tax deductions); Working hours from 8:00 AM to 9:00 PM (within summed working hours); Provision of housing near the workplace; Work according to the schedule; Qualification enhancement courses and training; Accident insurance upon starting employment; Benefits for significant life events (after the probation period). We expect: Experience in maintenance, assembly, and repair work of production equipment; Knowledge of automatic and electrical elements, understanding of their operation; Professional education in mechatronics, electrical engineering, or a related field; We would appreciate experience in food production, but it is not a mandatory requirement; A certificate for obtaining electrical safety group up to 1000 V, B/bz is preferred; Knowledge of the Latvian language, technical English language skills (for reading equipment specifications, communication with clients, and participating in various international exhibitions); A valid medical certificate."
LV59,MECHATRONIC ENGINEER,2025-12-01,Limited Liability Company 'VUDLANDE',Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","SIA VUDLANDE produces sawn timber in various sizes. The company is currently expanding and invites you to join as: MECHATRONIC SPECIALIST. We expect from you: A positive, energetic, and responsible attitude in performing duties; Discipline, precision, and responsibility for the progress and results of assigned work; Order and cleanliness in the workplace, care for safe work performance and the safety of others affected by your actions; A loyal and honest approach in fulfilling the manager's orders or instructions. We offer: Competitive salary and social guarantees; Workplace in Launkalnes parish, 'Lejasupītes' with full-time working hours; A professional team of colleagues. Please send your CV to dainis.sakalausks@vudlande.lv."
LV60,MECHATRONIC ENGINEER,2025-12-01,Limited Liability Company 'Syfud',Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","We invite MECHATRONIC SPECIALISTS to our team! We are looking for a technically minded, precise, and growth-oriented colleague who wants to join our team and help maintain modern production equipment in operation. If you have: Professional or higher education in mechatronics, electrical engineering, automation, or a similar field; Experience working with technical equipment and automated production systems; Knowledge of the principles of mechatronics and the operation of mechanisms, including in production equipment; Ability to read technical drawings and electrical diagrams; A sense of responsibility, precision, and skill in independently solving technical problems; Knowledge of Latvian and English for working with production equipment and equipment suppliers; A willingness to collaborate in a team. Your work will be: To ensure the technical maintenance, servicing, and repair of production equipment; To diagnose and rectify equipment malfunctions, ensuring an uninterrupted production process; To work with automated systems and promote their operational improvements; To participate in the installation and configuration of new equipment; To monitor technical enhancements and propose solutions for increasing production efficiency; To work according to quality, hygiene, and safety requirements. We offer: A job in a modern fish processing company with the latest technologies and equipment; A stable and competitive salary, based on experience and skills; Paid training and opportunities for professional growth; A friendly and supportive team; Social guarantees and health insurance after the probation period; Warm, paid lunches from the first working day."
LV61,MECHATRONIC ENGINEER,2025-10-24,Limited Liability Company 'iCotton',Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","Responsibilities: To perform technical maintenance and preventive maintenance of production equipment; To diagnose and rectify faults in electrical and mechanical systems; To participate in the installation and adjustment of new equipment; To optimize existing technical solutions to improve production efficiency; To collaborate with specialists from the production, engineering, and quality departments. Requirements: Secondary or higher vocational education in mechatronics, electrical engineering, or a related field; Experience in the maintenance, repair, and adjustment of production equipment; Knowledge in the field of automation and electrical systems (pneumatics, hydraulics, frequency converters, and servo)."
LV62,PROGRAMMING ENGINEER,2025-12-16,SIA Dhaanvi Global Solutions,Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","Employer: Dhaanvi Global Solutions, SIA Reg. No.: 40203676693 Vacancy: Programming Engineer Work location: Latvia Salary: 1800 EUR (gross) Job responsibilities: Develop, test, and implement software solutions according to the company's and clients' requirements. Ensure effective and quality code development. Maintain existing systems, fix bugs, and perform optimization. Collaborate with project managers and designers to ensure functional and user-friendly solutions. Prepare technical documentation and participate in project planning. Candidate requirements: Education: Bachelor's degree in computer science, information technology, software engineering, or a related field (secondary education with relevant professional experience may also be considered). Experience: At least 3 years of experience in programming. Skills: Knowledge of at least one programming language (e.g., Java, C#, Python, PHP, or JavaScript). Understanding of databases (MySQL, PostgreSQL, or others). Ability to work in a team and meet deadlines. The employer offers: Competitive salary of 1800 EUR (gross). Work in an international company with opportunities to participate in interesting projects. Professional development and growth opportunities. Friendly work team and modern work environment. Flexible working conditions and support for professional development. Send your CV and motivation letter to the email: venkatac.2017@gmail.co"
LV63,PROGRAMMER,2025-11-05,'DMV Practice Test' SIA,Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","Basic information about the business idea The company SIA DMV Practice Test has developed an educational mobile application Lumo, through which users are trained and prepared for the vehicle driving theory exam, with the aim of providing a modern, quality, and tailored learning experience on mobile devices. The application offers both learning in a game format and reading rule materials followed by answering questions. The application also provides a cheat sheet function that helps users navigate the study materials. We invite an iOS developer to join our team for a full-time position in our office in the center of Riga. Required knowledge, skills, and experience: Experience and good skills in iOS programming (Swift / Objective C); Good written and verbal English language skills - for working with documentation and applications."
LV64,PROGRAMMER,2025-10-29,IDEAPORT RIGA AS,"Cloud, DevOps & Systems Engineering",Latvia,LV,Riga,"(56.9496, 24.1052)","IDEAPORT RIGA AS is inviting applications for a Salesforce developer IDEAPORT RIGA AS specializes in the development and expansion of CRM platforms with a strong focus on user experience. For over 15 years, we have been providing high-quality consulting and outsourcing services to clients across Europe. Our team consists of 80 engineers who work together in a collaborative structure, creating a supportive and healthy work environment. Main responsibilities: Design, develop, and optimize Salesforce solutions according to business needs. Configure and customize Salesforce, including developing Apex and integrations using APIs (REST, SOAP, Bulk, Streaming). Implement and maintain Salesforce automation tools such as Flow and Approval Processes. Ensure secure Salesforce data protection. Customize and automate processes using Flow, OmniScripts, and App Builder. Extend Salesforce capabilities with Apex and Lightning Web Components (LWC), using the Salesforce DX toolset and best practices. Utilize Salesforce Industries/OmniStudio to develop scalable, industry-specific solutions. Configure Salesforce products and out-of-the-box (OOTB) features to maximize efficiency. Apply DevOps best practices, including CI/CD pipelines, version control (e.g., Git). Requirements: Experience in Salesforce development, including practical skills."
LV65,PROGRAMMER,2025-11-26,SIA 'AS88',Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","– Develop and maintain complex Java systems and software components; – Participate in the design of system architecture and planning of technical solutions; – Integrate backend solutions with external APIs and data sources; – Analyze and optimize existing code, enhancing performance and security; – Conduct software testing, identify and eliminate bugs; – Develop new functional modules according to project requirements; – Collaborate with the team; – Prepare and maintain technical documentation."
LV66,PROGRAMMER,2025-11-19,Accenture Latvia Branch,"Cloud, DevOps & Systems Engineering",Latvia,LV,Riga,"(56.9496, 24.1052)","Accenture Latvia branch We are a global consulting, technology services, and outsourcing company with over 492,000 employees in 56 countries. Accenture Latvia provides quality services to BMW, BBC, Discovery Networks, Henkel, Roche, Lindorf, and other companies. Accenture's office in Riga has a team of around 1500 people working with Java, Scala, .Net, C/C++, Sitecore, iOS, Android, SAP, Oracle, and other fields. More information – Latvia | Let There Be Change | Accenture We invite applications for a PROGRAMMER position in any of the following areas: Java, DevOps, Big Data, SAP roles, Salesforce, Testing, Oracle, Various Software Developers. We offer: Salary ranging from 1685 to 4500 EUR, depending on previous work experience. An international work environment: gain valuable experience working in a large international company that will provide a global perspective. A professional team: high work quality, providing the best solutions for our clients and fostering continuous professional growth. Hybrid work options in Latvia. A good health insurance program."
LV67,PROGRAMMER,2025-07-23,Scandi Commerce Accelerator Europe SIA,Software Engineering,Latvia,LV,Riga,"(56.9496, 24.1052)","What is the daily routine of a full-stack programmer? Working in a team with other programmers to find solutions to tasks/requests posed by clients. Working on client programming tasks, creating effective e-commerce solutions for world-renowned brands such as Ford, Hyundai, BMW, Jaguar, Happy Socks, Lancôme, L'Oréal, Puma, the New York MET Museum, and others! You will have the opportunity to work with advanced technologies like Kubernetes, Docker. You will share your p"
LV68,PROGRAMMER,2025-10-27,'Komplekss Citadele' SIA,Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","""Complex Citadele"" SIA invites collaboration with a programmer, IT project manager for conducting remote classes for adults. We invite practitioners from the IT industry to conduct practical IT classes remotely. The following educational programs are being implemented: IT project management tools (Jira, Trello, Asana, Notion, etc.); Agile project management (Scrum, Lean, Kanban); E-commerce tools (most popular e-commerce platforms); Website development (most popular website builders; HTML, CSS, Javascript); Basics of programming with Python/Java/Javascript/C++/Visual Basic, etc.; Application of artificial intelligence tools without prior knowledge (text, images, video, presentations, Chat GPT, Copilot, Gemini, Claude, etc. - basics and possibilities of working practically with tools); UI/UX User interface and user experience design solutions (working with prototyping and design tools); Digital marketing, Social media marketing (most popular platforms, Google Ads - practical account creation, ad creation)/Digital marketing analysis with Google Analytics, Google My Business tools; Design thinking and tools (design and prototyping tools, etc.); Data retrieval with SQL from MySQL and other databases; Data processing with Excel, Microsoft PowerBI, Google Sheets Gpt extensions; Digital tools for preparing presentations (most popular presentation creation sites, tools)"
LV69,Information Systems TESTER,2025-11-11,Latvian Bank,Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","Senior IS Tester. In the Information Technology Administration of the Bank of Latvia, the Systems and Services Development Department develops, advances, and maintains a number of significant information systems — payment systems (including the Zib payment and Zibsai platform), Credit registry, statistical systems, as well as solutions necessary for the effective flow of internal processes. Development of new systems and enhancement of existing platforms is a continuous process involving more than 20 developers and testers. We invite you to join the team to jointly improve the technological quality of the solutions of the Bank of Latvia! You will have the opportunity to: develop and maintain various types of tests and document their results; analyze changes made in systems and their impact on related solutions; collect information about the status and quality of the tested systems; develop and improve testing and automation tools. We will appreciate: professional experience in system testing or development; higher education in information technology; programming skills (preferably C# and PowerShell); experience working with SQL databases; knowledge and experience working with automation tools - Selenium, Cypress, etc.; excellent knowledge of Latvian and good knowledge of the English language for reading the documentation of tools used in work and mastering training materials; an ISTQB certificate will be considered an advantage. We offer:"
LV70,SOFTWARE DEVELOPER,2025-12-16,Limited Liability Company 'FA Advise',Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","SIA ""FA Advise"", established at the beginning of 2017, is a dynamic and versatile software development company aimed at providing the most advanced technology solutions for any company. JUNIOR APPLICATION DEVELOPER Responsibilities: Write and maintain program codes according to instructions and specifications in accordance with defined quality standards; Review, update, or expand existing programs to improve their operational efficiency or adapt to new requirements; Test the operation of programs and applications; Identify technical issues for various processes and solutions; Participate in the development and maintenance of applications and microservices; Work on entirely new projects, but also maintain and rewrite existing applications and services. Requirements: 3+ years of work experience as an application developer/programmer/programming engineer/software architect or similar position in an IT company; Very good knowledge of English (due to work in an international company; communication with foreign partners); Work experience with Selenium, Jmeter is preferred; Knowledge of PHP/Javascript/Jquery/HTML/CSS/SQL/PL/SQL; Work experience with CI systems (Jenkins/TeamCity)."
LV71,SOFTWARE DEVELOPER,2025-11-10,If P & C Insurance Ltd (publ) Latvia Branch,"Cloud, DevOps & Systems Engineering",Latvia,LV,Riga,"(56.9496, 24.1052)","Your job responsibilities: Develop, enhance, and maintain technical solutions. Be a valuable team member who supports the entire team's delivery based on the company's overall goals. Bring your vision and expertise to the team, as everyone has a voice in the team, and we value different approaches in challenging situations. Your manager and team leaders are ready to support you and the team throughout the journey to achieving the goals. Be ready to mentor junior developers if necessary, and proactively share your experience with colleagues. Your skills: Experience in programming with .NET, C#, and message-based solutions. Experience working with message-based systems, REST API communication. Experience in developing applications that run in Linux containers on Kubernetes. Good knowledge of Azure DevOps – Scrum, Git, Pipelines (preferred), Bicep (preferred). Higher education, preferably related to IT."
LV72,Database ENGINEER,2025-12-15,State Treasury,Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","The State Treasury (Reg. No. 90000597275) is a direct administrative institution under the Ministry of Finance, which carries out state administration functions in the field of state financial management, organizing the execution and accounting of the state budget, state debt and cash management, performs the functions of a certification body for European Union funds and foreign financial aid, as well as provides accounting services for state budget institutions Senior Expert of the Information Systems Administration Department."
LV83,DEPUTY HEAD OF MAIN OPERATIONAL UNIT / DEPUTY DIRECTOR (INFORMATION AND COMMUNICATION),2025-10-13,SIA 'CMNO Logica',"Cloud, DevOps & Systems Engineering",Latvia,LV,Riga,"(56.9496, 24.1052)","CMNO Logica, SIA registration No. 43603041824 legal address: Riga, Carnikavas iela 5A, LV-1034 invites applications for the position of Technical Director (in the field of information technology) Job Responsibilities: Determining and implementing the company's technological strategy in the areas of hardware, system design, and high-density computing platform integration Managing the engineering team: hardware architecture, digital and analog design, testing and verification, production and assembly Development of product roadmaps, formulation of product requirements and prioritization of tasks according to their business value Collaboration with partners, suppliers, and clients to achieve technical and commercial goals Ensuring product compliance with quality, reliability, and security requirements Control of budget and project implementation deadlines, risk management Implementation of DevOps/CI-CD processes in hardware and supplier supply chain Team mentoring and development: employee selection, performance evaluation, training, and career growth Ensuring intellectual property protection and compliance with legal requirements in the EEA region and Latvia We offer: Competitive salary and bonus package, considering the Latvian market. From 3000 euros per month/gross. Flexible working hours, the possibility to work remotely part of the time. Medical insurance."
LV84,SYSTEM ANALYST,2025-11-19,Accenture Latvia Branch,"Cloud, DevOps & Systems Engineering",Latvia,LV,Riga,"(56.9496, 24.1052)","Accenture Latvia branch We are a global consulting, technology services and outsourcing company that brings together more than 492,000 employees in 56 countries. Accenture Latvia provides quality services to BMW, BBC, Discovery Networks, Henkel, Roche, Lindorf and other companies. The Accenture office in Riga has a workforce of around 1500 people working with Java, Scala, .Net, C/C++, Sitecore, iOS, Android, SAP, Oracle and other fields. More information – Latvia | Let There Be Change | Accenture We invite applications for SYSTEM ANALYSTS in one of these areas: Java, DevOps, Big Data, SAP roles, Salesforce, Testing, Oracle, Various Software Developers. We offer: Salary from 1844 to 5000 EUR, considering previous work experience. International work environment: gain valuable experience working at a large international company that provides a global perspective. Professional team: high work quality by providing the best solutions to our clients and promoting continuous professional growth Hybrid work options in Latvia. Good health insurance program. Unlimited skill development and learning: take the opportunity to continuously develop your skills, as well as take advantage of learning opportunities to grow professionally. Inclusive company culture: realize your potential in an open-minded and inclusive corporate culture that values diversity and supports innovation. From you, we expect:"
LV85,BUILDING CONSTRUCTOR,2025-11-21,Limited Liability Company 'MOGA',Other / Undefined,Latvia,LV,Latvia,"(56.9496, 24.1052)","Building Constructor Job Responsibilities: - construction of residential and non-residential buildings; - work related to business trips to Sweden. Requirements for applicants: - responsibility, willingness to work; - preferable work experience in construction The employer offers: - employment contract for an indefinite period; - gross salary EUR 20 per hour; - work inventory; - the employer provides accommodation. SIA ""MOGA"", apply by calling tel. 27885028."
LV86,Road construction assistant WORKER,2025-12-09,SIA KrisvinRecruitment,Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","Vacancy title: Road Construction Worker Job location: Tukuma municipality with business trips to EU countries. Job Responsibilities: Preparation and construction of road surfaces Use of materials and tools on sites Work on business trips as instructed by the employer Requirements for candidates: Ability to work in a team Responsible attitude towards work Willingness to travel The employer offers: Stable job Business trip allowance Provided accommodation Employer: SIA KrisvinRecruitment, reg. no. 40203684949. Ercmaņi 1 - 8, Smārdes pag., Tukuma nov."
LV89,WEBSITE ADMINISTRATOR,2025-09-16,SIA Dhaanvi Global Solutions,Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","Employer: Dhaanvi Global Solutions, SIA Registration No.: 40203676693 Vacancy: Website Administrator Location: Latvia Salary: 1800 EUR (gross) Job responsibilities: Manage and maintain the company's and clients' websites. Update content, publish news, and ensure information relevance. Monitor the technical operation of the websites and promptly resolve issues. Perform website improvement and optimization work in collaboration with programmers and designers. Enhance user experience and ensure website security. Candidate requirements: Education in information technology, multimedia, or a related field (higher education or secondary education with relevant professional experience will be considered). At least 3 years of professional experience in website administration. Knowledge of content management systems (e.g., WordPress, Drupal, or others). Basic knowledge of HTML/CSS (advantage). Understanding of website security and SEO fundamentals. The employer offers: Competitive salary of 1800 EUR (gross). Work in an international company. Opportunities for professional growth and participation in various projects. Friendly team and modern work environment. Flexible working conditions and a stable workplace. Send CV and motivation letter to email: venkatac.2017@gmail.com"
LV91,EXCAVATOR OPERATOR,2025-12-16,SIA MX141,Other / Undefined,Latvia,LV,Latvia,"(56.9496, 24.1052)",Excavator driver Job responsibilities: - Maintenance of equipment; - Excavating trenches; - Replacement of culverts; - Land leveling. Requirements for candidates: - TR2 tractor driver’s license; - Mandatory work experience in road construction and maintenance. The employer offers: - Employment contract for an indefinite period; - Salary (gross) from 12-16 EUR per hour; - Work on sites in the Latgale region. Apply by calling phone 26465299
LV93,Website DESIGNER,2025-12-16,SIA Dhaanvi Global Solutions,"Finance, Economics & Decision Science",Latvia,LV,Riga,"(56.9496, 24.1052)","Employer: Dhaanvi Global Solutions, SIA Registration No.: 40203676693 Vacancy: Web Designer Location: Latvia Salary: 1800 EUR (gross) Job responsibilities: Create and maintain the company's and clients' websites, ensuring a modern and user-friendly design. Develop visual solutions according to the company's brand and target audience. Adapt designs for various devices (responsive design). Collaborate with programmers and project managers to ensure effective website functionality. Regularly improve, optimize, and visually refresh the websites. Candidate requirements: Experience in web design or graphic design (portfolio will be an advantage). Knowledge of UX/UI principles and development of responsive design. Skills in using design and prototyping tools (e.g., Figma, Adobe XD, Photoshop, etc.). Understanding of HTML/CSS basics (advantage). Creative approach, precision, and ability to work in a team. Good English language skills for collaboration with foreign clients. A degree in design, information technology, multimedia, or a related field (secondary education with professional experience will also be accepted). Must have 3 years of experience in this industry. The employer offers: Competitive salary of 1800 EUR (gross). A stable job position in an international company. Professional growth opportunities."
LV95,COMPUTER / SYSTEMS ENGINEER,2025-12-16,Joint Stock Company 'Distribution Network',Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","Joint Stock Company ""Sadales tīkls"" is looking for a METER READER / SYSTEM ENGINEER Job for an indefinite period, full-time Location: the possibility to combine remote work with office work in Riga, Shmerļa Street 1 We will entrust you with managing and developing smart meter reading and configuration systems, improving the stability and availability of the existing systems, performing problem-solving, software updates, and debugging, ensuring the development, testing, and implementation of technical requirements for the systems, facilitating and enhancing collaboration with smart meter reading system developers, participating in new solution implementation and integration projects. Apply if you have higher professional education in IT or telecommunications, at least 2 years of experience."
LV96,COMPUTER / SYSTEMS ENGINEER,2025-11-19,Joint Stock Company 'Distribution Network',Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","We invite applications for an information systems engineer (job specifics - customer management and channel-related systems) Location: any administrative base of AS “Sadales tīkls” with the possibility of remote work Job for an indefinite period, full-time We will entrust you with maintaining and ensuring the operation of customer management and channel-related systems, which includes: first-level evaluation and processing of incidents and problems, making data corrections in the system, creating and maintaining simple configurations, preparing testing scenarios and testing the system, managing user and access roles."
LV97,COMPUTER / SYSTEMS ENGINEER,2025-11-11,Joint Stock Company 'Distribution Network',Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","We invite applications for an information systems engineer (job specifics - dispatch control systems). Workplace: any administrative base of AS 'Sadales tīkls', depending on the chosen candidate. Work is for an indefinite period, full time. The job is in the Information Technology function. We will trust you to maintain and ensure the operation of the DVS application-level software: First-level assessment and processing of incidents and problems. Debugging of IS application-level. Microsoft Active Directory and updating Microsoft group policies. Participate in the development of DVS application-level software. Prepare and maintain IS security requirement documentation. Provide support to system users, consult."
LV98,INFORMATION TECHNOLOGY (IT) SERVICES MANAGER,2025-11-04,State Digital Development Agency,"Cloud, DevOps & Systems Engineering",Latvia,LV,Riga,"(56.9496, 24.1052)","The STATE DIGITAL DEVELOPMENT AGENCY (registration No. 90001733697, www.vraa.gov.lv) invites applications for an ICT services manager in the Department of Shared Solutions, E-address division (2529 01, 21.5. job family, level V, 12-month salary group position). 1 job position for an indefinite period. Are you excited about the analysis of IT solutions and system development? We are looking to expand our team with a motivated and precise business and system analyst who wants to contribute to the development of modern state administration information systems. If you are interested in technology, have the desire to understand user needs, and can plan solutions in a structured manner - this is a great opportunity to develop professionally and create a significant impact on society. We expect: Experience in system administration or infrastructure maintenance of at least 3-4 years. Practical experience with Kubernetes, Docker, Jenkins, GIT, Nexus, and other virtualization and containerization tools. Knowledge about providing high availability infrastructure and monitoring."
LV99,INFORMATION TECHNOLOGY (IT) SERVICE MANAGEMENT PROCESS MANAGER,2025-11-13,Smart Administration and Regions of the Republic of Latvia,Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","The MINISTRY OF SMART ADMINISTRATION AND REGIONAL DEVELOPMENT is the leading state administrative institution in regional development planning and coordination, local government development and supervision, territory development planning and land management, implementation of the one-stop agency principle in the accessibility of state and municipal services, as well as electronic governance, digital transformation in public administration, and nature conservation. Our values - rule of law, professionalism, creativity and innovation, cooperation and flexibility, purposefulness and motivation, loyalty and belonging. WE INVITE A SERVICE MANAGEMENT SPECIALIST - LAWYER to the Service Management Division of the Department of State Services and Data Management (state civil service position). WE WILL TRUST YOU with duties related to implementing service management policies in the country, including: coordinating the implementation of service management policy; creating regulatory legislation that corresponds to service management policy. WE EXPECT YOU TO HAVE: higher education in management or law; understanding of the principles of state administration operations and work experience in a state direct administration institution or local government; experience in developing regulatory project drafts; understanding of service management; understanding of the application of information and communication technology in service management; good knowledge of the English language (the execution of job responsibilities includes working with documents in English, participating in international working groups, communicating with international partners)."
LV100,INFORMATION TECHNOLOGY (IT) SERVICES MANAGER,2025-09-02,SIA GBCORP,Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)",● Provide technical and user support to clients of the Meemo EWS system; ● Assist in the implementation and configuration of IT solutions; ● Assist the project manager in the processes of IT solution implementation; ● Provide consultations on system functionality and its adaptation to customer needs; ● Train users and prepare guidelines for system use. Contact information: arnautovs.legal@gmail.com
LV101,COMPUTER SYSTEMS AND COMPUTER NETWORKS ADMINISTRATOR,2025-11-12,Limited Liability Company 'LIEPĀJA REGION',Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","The limited liability company 'LIEPĀJA REGIONAL HOSPITAL' is the largest multi-profile medical institution in Kurzeme and one of the seven multi-profile medical institutions in Latvia that provides inpatient and secondary outpatient care, emergency medical assistance, and various paid healthcare services, offers social care services to the municipality, as well as conducts practical training for doctor residents. WE INVITE YOU TO JOIN OUR TEAM as a Computer Systems and Network Administrator. Responsibilities include configuring and maintaining the Hospital's routers, switches, and firewall devices; administering physical and virtual servers and their systems; creating and restoring backups of information systems; executing the Hospital's IT business continuity and recovery plans, including their creation and testing; performing updates of all systems; providing technical support to users as needed. We consider knowledge of LINUX servers as an advantage; experience in implementing and maintaining the ZABBIX system; experience working with SQL. We expect experience in administering IS, servers, and switching hardware; knowledge in configuring network equipment; familiarity with Microsoft servers; experience working with virtualization platforms; knowledge in working with Active Directory. We offer responsible and interesting work in a stable, safe, and modern work environment with modern technologies."
LV102,INFORMATION SYSTEMS ENGINEER,2025-09-03,Limited Liability Company 'Evolution Latvia',Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","EVOLUTION LATVIA, SIA is looking for an Information Systems Engineer (Tier 2 Incident Management Engineer) Responsibilities: Monitor internal systems regarding incoming IT incidents, take responsibility for resolving IT incidents and service requests, adhere to SLA, and ensure that all process elements, including critical incident management, are implemented and operationally managed. Collaborate, communicate, and troubleshoot with development and infrastructure teams. Provide technical assistance and advice to Tier 1 support. Communicate with B2B clients to provide and process information related to inquiries, issues, and requests regarding Evolution products, as well as offer alternative solutions to ensure client operational continuity. Investigate more complex technical issues. Requirements: Higher education in a technical field and/or at least 1 year of experience in a similar role. Experience working with log files and monitoring systems such as Kibana, Grafana, Prometheus. Practical experience with SQL databases. Experience working with Linux operating systems and basic administration skills. Understanding of DNS, HTTP/REST communication, and experience working with APIs. Experience with Atlassian products (JIRA/Confluence). Analytical and problem-solving skills. Ability to work under stress. Customer-oriented approach. Contact information: ittalent@evolution.com"
LV106,Data ANALYST,2025-11-14,National Defense Ministry of the Republic of Latvia,Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","The Mechanized Infantry Brigade of the Ground Forces (SzS MKBde) Management and Staff, Reg. No. 90000056893, is inviting applications for the position of SENIOR MILITARY SPECIALIST for an indefinite period, 1 rate. Key responsibilities: Collect, systematize, and maintain up-to-date available and acquired information, ensuring high-quality database maintenance. Analyze acquired information and prepare structured situational reports. Provide support to management and decision-makers by providing necessary information and analytical conclusions within one's competence. Participate in planning, organizing, and executing tasks related to information acquisition and analysis as needed. Conduct lessons and implement training within one's competence. Perform additional duties as directed by the immediate supervisor. Work location: SzS MKBde, Kadaga, Ādažu district, one vacancy, employment contract for an indefinite period."
LV107,Data ANALYST,2025-11-14,National Defense Ministry of the Republic of Latvia,Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","The Mechanized Infantry Brigade of the Ground Forces (SzS MKBde) Management and Staff, Reg. No. 90000056893, is inviting applications for the position of MILITARY SPECIALIST for an indefinite period, 1 rate. Key responsibilities: Ensure the administration of management documents. Process and analyze incoming/outgoing information. Organize the planning, coordination, and organization of the unit's administrative tasks. Collect, maintain, and request material technical resources and develop specifications for material technical resources within one's competence. Implement and maintain information exchange systems, as well as organize training for system maintenance personnel. Perform additional duties as directed by the immediate supervisor. Work location: SzS MKBde, Kadaga, Ādažu district, one vacancy, employment contract for an indefinite period. Requirements for the applicant: compliance with the requirements of Section 9 of the law ""On State Secrets."""
LV109,COMPUTER OPERATOR,2025-11-13,CCC Riga Digital Services SIA,Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","TELUS Digital is hiring a COMPUTER OPERATOR with knowledge of English. Your benefits: Competitive salary: Starting from 1685 EUR gross. Bonuses: Enjoy attractive bonuses for work on weekends and public holidays. Plus, performance-based bonus after 3 months of work. Relocation assistance: Relocation support."
LV110,COMPUTER OPERATOR,2025-10-01,CCC Riga Digital Services SIA,Other / Undefined,Latvia,LV,Riga,"(56.9496, 24.1052)","CCC Riga Digital Services SIA is inviting applications for COMPUTER OPERATORS/-S Digital Trust and Security Analysts with knowledge of Ukrainian. About us. Since our founding in 1998, excellent customer service has been our passion - in 2020 we took it a step further and are now part of TELUS Digital. Since then, 50,000 team members best ensure customer service in over 50 languages for international and well-known partners. Your benefits: Competitive salary: Up to 1,700 EUR gross."
